epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
94,7087.47,1.07336,1.21086,1.0179,0.02985,0.44352,0.4051,0.35138,0.25528,0.90723,0.92619,0.97677,0.01398,0.0275361,0.00917869,0.0275361,0.00917869,0.0275361,0.00917869,0.0275361,0.00917869
95,7157.09,1.06138,1.2122,1.00908,0.02797,0.45754,0.38605,0.34411,0.24981,0.91097,0.9228,0.97983,0.01433,0.0274843,0.00916145,0.0274843,0.00916145,0.0274843,0.00916145,0.0274843,0.00916145
96,7226.76,1.05012,1.19892,1.02035,0.02664,0.53776,0.38882,0.34577,0.2515,0.90733,0.92206,0.97797,0.01397,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
97,7297.49,1.05854,1.20238,1.01572,0.02689,0.43602,0.39698,0.35134,0.25615,0.90142,0.92103,0.97499,0.01362,0.0273795,0.00912649,0.0273795,0.00912649,0.0273795,0.00912649,0.0273795,0.00912649
98,7346.98,1.08502,1.23093,1.02385,0.0282,0.45736,0.39548,0.35092,0.25528,0.90312,0.91817,0.97501,0.01368,0.0273263,0.00910876,0.0273263,0.00910876,0.0273263,0.00910876,0.0273263,0.00910876
99,7413.14,1.08634,1.23584,1.01237,0.03025,0.44836,0.38776,0.34539,0.25302,0.90494,0.91836,0.97597,0.01393,0.0272726,0.00909088,0.0272726,0.00909088,0.0272726,0.00909088,0.0272726,0.00909088
100,7483.15,1.05965,1.20439,1.01592,0.02803,0.55768,0.38426,0.35019,0.25526,0.90985,0.92355,0.97782,0.01356,0.0272185,0.00907284,0.0272185,0.00907284,0.0272185,0.00907284,0.0272185,0.00907284
101,7554.1,1.06345,1.21148,1.01939,0.02724,0.46395,0.39475,0.35306,0.25522,0.9058,0.9233,0.97554,0.01369,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
102,7622.45,1.06903,1.19246,1.01607,0.02665,0.47366,0.39121,0.35824,0.2583,0.90237,0.91357,0.97475,0.0136,0.0271088,0.00903627,0.0271088,0.00903627,0.0271088,0.00903627,0.0271088,0.00903627
103,7691.72,1.06643,1.19105,1.02438,0.02711,0.57163,0.39337,0.36131,0.26249,0.90708,0.91687,0.97679,0.0137,0.0270533,0.00901776,0.0270533,0.00901776,0.0270533,0.00901776,0.0270533,0.00901776
104,7761.47,1.06628,1.20722,1.01911,0.02775,0.49371,0.38906,0.36134,0.26347,0.90401,0.91723,0.97515,0.01354,0.0269972,0.00899908,0.0269972,0.00899908,0.0269972,0.00899908,0.0269972,0.00899908
105,7831.58,1.05672,1.18265,1.01893,0.02681,0.46407,0.41519,0.36781,0.26707,0.9045,0.91105,0.97564,0.01354,0.0269408,0.00898025,0.0269408,0.00898025,0.0269408,0.00898025,0.0269408,0.00898025
106,7902.08,1.05176,1.17825,1.0109,0.02727,0.45331,0.39726,0.36029,0.26301,0.90303,0.91404,0.97621,0.01416,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
107,7971.01,1.05748,1.19031,1.02492,0.02509,0.44751,0.41007,0.35785,0.26183,0.89638,0.91037,0.97257,0.01356,0.0268264,0.00894213,0.0268264,0.00894213,0.0268264,0.00894213,0.0268264,0.00894213
108,8040.02,1.05978,1.19555,1.01795,0.02636,0.46575,0.38695,0.34928,0.2545,0.91279,0.92218,0.98073,0.01395,0.0267685,0.00892283,0.0267685,0.00892283,0.0267685,0.00892283,0.0267685,0.00892283
109,8110.54,1.05533,1.18107,1.02254,0.02687,0.46378,0.38964,0.35795,0.26309,0.90005,0.91242,0.97348,0.0138,0.0267102,0.00890339,0.0267102,0.00890339,0.0267102,0.00890339,0.0267102,0.00890339
110,8180.44,1.05755,1.19426,1.01573,0.02699,0.47739,0.38892,0.36627,0.26739,0.90197,0.91135,0.97575,0.01387,0.0266514,0.00888379,0.0266514,0.00888379,0.0266514,0.00888379,0.0266514,0.00888379
111,8249.51,1.06103,1.18031,1.02046,0.02663,0.37234,0.39895,0.36523,0.26672,0.90342,0.91095,0.97539,0.01369,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
112,8318.82,1.05938,1.20291,1.01701,0.02652,0.57822,0.39063,0.36639,0.2672,0.8982,0.90719,0.97321,0.01351,0.0265324,0.00884414,0.0265324,0.00884414,0.0265324,0.00884414,0.0265324,0.00884414
113,8388.34,1.0551,1.19296,1.01976,0.02734,0.50042,0.38444,0.36238,0.26459,0.90268,0.91275,0.97374,0.0135,0.0264723,0.00882409,0.0264723,0.00882409,0.0264723,0.00882409,0.0264723,0.00882409
